rownb	customerkey	customer_name	customer_country	customer_city	customer_postalcode	customer_street	plantkey	full_address	latitude	longitude
1064	1064	Baumbach-Price	Sweden	Bromma	167 31	88 Hoard Junction	8	88 Hoard Junction 167 31 Bromma Sweden	59.3415908	17.9466026
1065	1065	Fritsch Group	France	Saint-Denis	93209 CEDEX	114 Welch Alley	6	114 Welch Alley 93209 CEDEX Saint-Denis France	48.93604279	2.36500692
1066	1066	Bergnaum, Bauch and Runolfsdottir	Norway	Oslo	286	73821 Summit Alley	8	73821 Summit Alley 286 Oslo Norway	38.40950131	-82.40062583
1067	1067	Moore, Morar and Rippin	Poland	Kuźnia Raciborska	47-420	98 Armistice Point	5	98 Armistice Point 47-420 Kuźnia Raciborska Poland	50.192957	18.270452
1068	1068	Raynor, Howe and Nader	Sweden	Stockholm	111 76	57304 Victoria Junction	8	57304 Victoria Junction 111 76 Stockholm Sweden	59.2691001	18.0890154
1069	1069	Quitzon, Lubowitz and Conn	Czech Republic	Jeseník	790 01	20416 Macpherson Place	5	20416 Macpherson Place 790 01 Jeseník Czech Republic	38.88473129	-77.01519775
1070	1070	Abbott-Hintz	France	Vallauris	06224 CEDEX	248 Warner Avenue	6	248 Warner Avenue 06224 CEDEX Vallauris France	43.57949829	7.0529542
1071	1071	Parker-Murray	Czech Republic	Jablonec nad Jizerou	512 43	8 Melvin Lane	5	8 Melvin Lane 512 43 Jablonec nad Jizerou Czech Republic	50.7152551	15.4213355
1072	1072	Kuhic-Hintz	Portugal	Banho e Carvalhosa	4635-005	3792 Karstens Alley	6	3792 Karstens Alley 4635-005 Banho e Carvalhosa Portugal	41.24861466	-8.14951944
1073	1073	Will, Osinski and Schamberger	Czech Republic	Nová Cerekev	394 15	703 Karstens Plaza	5	703 Karstens Plaza 394 15 Nová Cerekev Czech Republic	49.4156509	15.1170529
1074	1074	Bartoletti-Stehr	France	Montluçon	03104 CEDEX	4623 Vidon Center	6	4623 Vidon Center 03104 CEDEX Montluçon France	46.34238434	2.6073401
1075	1075	Lemke and Sons	France	Saint-Marcellin	38164 CEDEX	98 Northport Street	6	98 Northport Street 38164 CEDEX Saint-Marcellin France	45.15442657	5.31929016
1076	1076	Dietrich Group	Czech Republic	Brněnec	569 04	4 Huxley Trail	5	4 Huxley Trail 569 04 Brněnec Czech Republic	49.6111223	16.539899
1077	1077	Padberg and Sons	France	Blois	41942 CEDEX 9	9721 Hauk Junction	6	9721 Hauk Junction 41942 CEDEX 9 Blois France	47.58595276	1.33002818
1078	1078	Grant, Rosenbaum and Schuster	Czech Republic	Libušín	273 06	2829 Anderson Street	5	2829 Anderson Street 273 06 Libušín Czech Republic	37.9523383	-121.247395
1079	1079	Osinski and Sons	Poland	Baligród	38-606	325 Bayside Street	5	325 Bayside Street 38-606 Baligród Poland	26.636953	-80.098133
1080	1080	Lakin Inc	France	Carcassonne	11878 CEDEX 9	22425 Rutledge Court	6	22425 Rutledge Court 11878 CEDEX 9 Carcassonne France	43.21259689	2.35596538
1081	1081	Kuhic Group	Greece	Xylókastro	NA	81 Golden Leaf Alley	5	81 Golden Leaf Alley  Xylókastro Greece	43.11879091	-77.75754891
1082	1082	Grant-Kshlerin	Netherlands	Eindhoven	5619	4449 Starling Park	4	4449 Starling Park 5619 Eindhoven Netherlands	51.44259144	5.39703457
1083	1083	Gulgowski Group	Czech Republic	Velké Němčice	691 63	5 Nancy Lane	5	5 Nancy Lane 691 63 Velké Němčice Czech Republic	48.9943559	16.6733288
1084	1084	Rohan, Schneider and Harber	France	Paris 13	75638 CEDEX 13	843 Fairview Way	6	843 Fairview Way 75638 CEDEX 13 Paris 13 France	36.28195727	-88.30496508
1085	1085	MacGyver-Lockman	France	Marseille	13348 CEDEX 20	5591 Fremont Lane	6	5591 Fremont Lane 13348 CEDEX 20 Marseille France	43.29502106	5.37448692
1086	1086	Adams, Hyatt and Mayert	Portugal	Valejas	2730-077	49120 Mockingbird Parkway	6	49120 Mockingbird Parkway 2730-077 Valejas Portugal	38.73502731	-9.26355934
1087	1087	Schulist, Prosacco and Schneider	Lithuania	Utena	28001	537 8th Junction	8	537 8th Junction 28001 Utena Lithuania	55.2510698	24.7659371
1088	1088	Heidenreich, Gerhold and Padberg	Poland	Czchów	32-860	14 Melvin Alley	5	14 Melvin Alley 32-860 Czchów Poland	49.840266	20.681776
1089	1089	Wyman-Hagenes	Portugal	Figueiró dos Vinhos	3260-400	3768 Trailsway Avenue	6	3768 Trailsway Avenue 3260-400 Figueiró dos Vinhos Portugal	41.1517618	-7.78424353
1090	1090	Hills LLC	Slovenia	Bakovci	9241	28636 Fairfield Street	6	28636 Fairfield Street 9241 Bakovci Slovenia	46.62214661	16.14902687
1091	1091	Kris-Langosh	Sweden	Ytterby	442 53	80 8th Terrace	8	80 8th Terrace 442 53 Ytterby Sweden	57.8554637	11.88604
1092	1092	Dibbert, Hansen and Huel	Czech Republic	Velké Pavlovice	691 06	5 Eastwood Parkway	5	5 Eastwood Parkway 691 06 Velké Pavlovice Czech Republic	48.9045223	16.8105856
1093	1093	King-Steuber	Portugal	Canhestros	7900-495	1 Iowa Hill	6	1 Iowa Hill 7900-495 Canhestros Portugal	47.639385	-122.128265
1094	1094	Kiehn Inc	Croatia	Zagreb	10020	2499 Florence Place	6	2499 Florence Place 10020 Zagreb Croatia	45.73007202	15.97602558
1095	1095	Blick, Frami and Schiller	Poland	Chocz	63-313	58012 Hagan Lane	5	58012 Hagan Lane 63-313 Chocz Poland	51.97490311	17.86954689
1096	1096	Stoltenberg Inc	Portugal	Cruz	4605-431	58 Schlimgen Place	6	58 Schlimgen Place 4605-431 Cruz Portugal	41.2335027	-8.183433
1097	1097	Heller Group	Portugal	Amorim	4495-103	4 Fieldstone Junction	6	4 Fieldstone Junction 4495-103 Amorim Portugal	41.40132523	-8.74364758
1098	1098	Bartell, Shanahan and Jenkins	Czech Republic	Zlín	760 01	86991 Chive Way	5	86991 Chive Way 760 01 Zlín Czech Republic	47.639385	-122.128265
1099	1099	Moen-Conn	Sweden	Stockholm	116 63	2902 Kinsman Parkway	8	2902 Kinsman Parkway 116 63 Stockholm Sweden	26.481339	-97.782111
1100	1100	Ruecker-Klein	France	Hénin-Beaumont	62254 CEDEX	635 Melrose Place	6	635 Melrose Place 62254 CEDEX Hénin-Beaumont France	50.42045975	2.94785619
1101	1101	Nikolaus, Carroll and Corkery	Sweden	Södertälje	151 44	31 Mayfield Junction	8	31 Mayfield Junction 151 44 Södertälje Sweden	59.1878403	17.611569
1102	1102	O'Hara, McKenzie and Rutherford	Greece	Dióni	NA	81635 Redwing Parkway	5	81635 Redwing Parkway  Dióni Greece	39.43540573	-108.03713989
1103	1103	West, Dickens and Quitzon	Sweden	Forshaga	667 91	4 Veith Terrace	8	4 Veith Terrace 667 91 Forshaga Sweden	59.5615156	13.5694078
1104	1104	Dickens, Aufderhar and Graham	France	Fontenay-sous-Bois	94124 CEDEX	47 Rieder Road	6	47 Rieder Road 94124 CEDEX Fontenay-sous-Bois France	48.8511734	2.47430182
1105	1105	Okuneva, Hane and Sauer	Poland	Białaczów	26-307	05594 Golf View Trail	5	05594 Golf View Trail 26-307 Białaczów Poland	26.49417485	-80.11664181
1106	1106	Rutherford, Kuvalis and Nader	Sweden	Linköping	589 00	99 Pond Park	8	99 Pond Park 589 00 Linköping Sweden	43.977305	-70.567165
1107	1107	Lowe, Schiller and Windler	France	Albi	81028 CEDEX 9	1493 Packers Circle	6	1493 Packers Circle 81028 CEDEX 9 Albi France	43.92747879	2.14797664
1108	1108	Abbott, Hegmann and Stracke	Norway	Oslo	581	3365 Truax Plaza	8	3365 Truax Plaza 581 Oslo Norway	43.05366953	-89.52559937
1109	1109	Ankunding-Waters	Portugal	Moscavide	1885-029	0 Declaration Terrace	6	0 Declaration Terrace 1885-029 Moscavide Portugal	38.77957535	-9.10272789
1110	1110	Bergstrom-Wisoky	Sweden	Sandviken	811 40	40 Fairfield Plaza	8	40 Fairfield Plaza 811 40 Sandviken Sweden	60.622272	16.7755616
1111	1111	Roberts Group	Poland	Mogilany	32-031	3 Maywood Hill	5	3 Maywood Hill 32-031 Mogilany Poland	41.055917	-80.6489765
1112	1112	Rogahn, Wisoky and Larson	United Kingdom	Milton	NG22	199 Northfield Pass	7	199 Northfield Pass NG22 Milton United Kingdom	52.0441996	-0.7589376
1113	1113	Collins Group	Poland	Dębowiec	43-426	946 Barnett Crossing	5	946 Barnett Crossing 43-426 Dębowiec Poland	49.66207895	21.47417884
1114	1114	Bradtke-Purdy	France	Paris 08	75390 CEDEX 08	7792 Butternut Avenue	6	7792 Butternut Avenue 75390 CEDEX 08 Paris 08 France	35.14608646	-82.6904059
1115	1115	Nienow-Simonis	France	Pantin	93504 CEDEX	0424 Coolidge Alley	6	0424 Coolidge Alley 93504 CEDEX Pantin France	35.12741089	-117.95988464
1116	1116	Mraz and Sons	Czech Republic	Miřetice	539 55	45 Ryan Junction	5	45 Ryan Junction 539 55 Miřetice Czech Republic	49.8453864	15.8903707
1117	1117	Swaniawski, Turcotte and Bernhard	Greece	Spétses	NA	965 Eastlawn Point	5	965 Eastlawn Point  Spétses Greece	37.26859665	23.15424538
1118	1118	Walsh, O'Connell and Weber	Sweden	Vaxholm	185 31	5 Bellgrove Lane	8	5 Bellgrove Lane 185 31 Vaxholm Sweden	59.4026357	18.35189
1119	1119	Heaney Group	Sweden	Nacka	131 83	78 Alpine Way	8	78 Alpine Way 131 83 Nacka Sweden	43.18311784	-111.03071347
1120	1120	Runolfsson-Braun	Greece	Chalandrítsa	NA	25 Farmco Parkway	5	25 Farmco Parkway  Chalandrítsa Greece	38.10900497	21.78273392
1121	1121	Parisian-Wiza	Greece	Armenokhórion	NA	895 Express Hill	5	895 Express Hill  Armenokhórion Greece	40.63285722	-79.73041813
1122	1122	Farrell, Weimann and Predovic	Portugal	Guimarei	4825-171	53 Morrow Alley	6	53 Morrow Alley 4825-171 Guimarei Portugal	41.29542026	-8.47756319
1123	1123	Schneider Inc	Czech Republic	Moravský Krumlov	672 01	9 Northridge Trail	5	9 Northridge Trail 672 01 Moravský Krumlov Czech Republic	49.0051021	16.2925516
1124	1124	Abbott and Sons	Greece	Vamvakoú	NA	57945 Cottonwood Pass	5	57945 Cottonwood Pass  Vamvakoú Greece	37.24475098	22.55113029
1125	1125	Berge, O'Reilly and Hayes	Slovenia	Velenje	3504	78198 Blaine Pass	6	78198 Blaine Pass 3504 Velenje Slovenia	46.35959244	15.11261463
1126	1126	Kub Inc	France	Le Havre	76600	7 Schlimgen Trail	6	7 Schlimgen Trail 76600 Le Havre France	49.4954127	0.1217827
1127	1127	Rippin, Boyer and Rutherford	Greece	Skála Oropoú	NA	29 West Hill	5	29 West Hill  Skála Oropoú Greece	38.32074356	23.79001236
1128	1128	Bode, Ullrich and Gutmann	Czech Republic	Nedašov	763 32	26789 Pennsylvania Alley	5	26789 Pennsylvania Alley 763 32 Nedašov Czech Republic	49.11127472	18.06592369
1129	1129	Ebert, Schuster and Ernser	Czech Republic	Čížkovice	411 12	1217 Randy Place	5	1217 Randy Place 411 12 Čížkovice Czech Republic	50.73082335	15.1650076
1130	1130	Bayer-Kozey	Greece	Tríkala	NA	37 Hoard Plaza	5	37 Hoard Plaza  Tríkala Greece	39.5556221	21.76825333
1131	1131	Price, Cruickshank and Hodkiewicz	Sweden	Kista	164 91	676 Sullivan Point	8	676 Sullivan Point 164 91 Kista Sweden	33.8128435	-84.6840075
1132	1132	Ward-Rowe	Sweden	Frösön	832 47	2 Longview Avenue	8	2 Longview Avenue 832 47 Frösön Sweden	63.1714708	14.5963364
1133	1133	Wuckert, Ferry and Reichel	Sweden	Örnsköldsvik	891 25	853 Washington Center	8	853 Washington Center 891 25 Örnsköldsvik Sweden	63.28886032	18.71602058
1134	1134	Gulgowski-Hintz	Croatia	Semeljci	31402	91048 Truax Place	6	91048 Truax Place 31402 Semeljci Croatia	45.36055374	18.54219627
1135	1135	Cassin-Reynolds	Greece	Pelópion	NA	6 Dorton Plaza	5	6 Dorton Plaza  Pelópion Greece	38.14803314	23.95284462
1136	1136	Brekke, Simonis and Jerde	Norway	Haugesund	5518	6140 Sutteridge Drive	8	6140 Sutteridge Drive 5518 Haugesund Norway	59.43681717	5.30834389
1137	1137	Lind-Wisozk	France	Lyon	69464 CEDEX 06	645 Ludington Drive	6	645 Ludington Drive 69464 CEDEX 06 Lyon France	45.76730728	4.83430672
1138	1138	Casper-Durgan	Netherlands	Alkmaar	1814	122 Tennessee Plaza	4	122 Tennessee Plaza 1814 Alkmaar Netherlands	52.625138	4.7464753
1139	1139	Brakus, Hintz and Deckow	Poland	Glinojeck	06-450	29 Sherman Junction	5	29 Sherman Junction 06-450 Glinojeck Poland	40.939145	-74.112902
1140	1140	Murray-Stracke	Netherlands	Amsterdam Westpoort	1049	774 Mcbride Pass	4	774 Mcbride Pass 1049 Amsterdam Westpoort Netherlands	52.40583038	4.82110977
1141	1141	Grady-Bernhard	Poland	Siedleczka	37-230	44925 Ronald Regan Place	5	44925 Ronald Regan Place 37-230 Siedleczka Poland	49.96009827	22.37923622
1142	1142	Brown LLC	France	La Valette-du-Var	83164 CEDEX	13455 Gulseth Street	6	13455 Gulseth Street 83164 CEDEX La Valette-du-Var France	43.1380043	5.98378468
1143	1143	Dickinson LLC	Sweden	Enskededalen	121 32	820 Vermont Alley	8	820 Vermont Alley 121 32 Enskededalen Sweden	36.7080577	-93.21782255
1144	1144	Champlin Inc	Portugal	Sobral	2530-285	63754 Holmberg Drive	6	63754 Holmberg Drive 2530-285 Sobral Portugal	39.25154114	-9.25913811
1145	1145	Grant Group	Sweden	Uddevalla	451 61	263 Mifflin Road	8	263 Mifflin Road 451 61 Uddevalla Sweden	58.36186981	11.92042637
1146	1146	Graham-Waelchi	Portugal	Sete Cidades	9555-197	08904 Harbort Drive	6	08904 Harbort Drive 9555-197 Sete Cidades Portugal	40.49978256	-74.42601776
1147	1147	Powlowski Group	Greece	Fotolívos	NA	611 Quincy Circle	5	611 Quincy Circle  Fotolívos Greece	40.63021575	-80.09931052
1148	1148	Casper Group	Portugal	Quinta da Torre	4920-070	763 Cody Terrace	6	763 Cody Terrace 4920-070 Quinta da Torre Portugal	41.96888435	-8.69237597
1149	1149	Okuneva Inc	Hungary	Budapest	1024	8 Porter Road	5	8 Porter Road 1024 Budapest Hungary	47.428577	19.0336881
1150	1150	Marvin, Kemmer and Kling	Poland	Podwilk	34-722	940 Darwin Alley	5	940 Darwin Alley 34-722 Podwilk Poland	49.54265976	19.72640228
1151	1151	Orn, Trantow and Bins	Sweden	Oxelösund	613 81	852 5th Parkway	8	852 5th Parkway 613 81 Oxelösund Sweden	58.6718734	17.0743242
1152	1152	Kunze-Johns	Portugal	Torre	6320-475	668 Karstens Junction	6	668 Karstens Junction 6320-475 Torre Portugal	40.32196045	-7.61296272
1153	1153	Pfannerstill Inc	Poland	Kalej	42-293	6 Briar Crest Street	5	6 Briar Crest Street 42-293 Kalej Poland	41.3008461	-75.8771292
1154	1154	Crooks-Haley	Poland	Stryszów	34-146	5 Orin Lane	5	5 Orin Lane 34-146 Stryszów Poland	44.07852744	-70.32630951
1155	1155	Zieme, Altenwerth and Nitzsche	France	Montpellier	34087 CEDEX 4	19308 Kenwood Point	6	19308 Kenwood Point 34087 CEDEX 4 Montpellier France	43.60829163	3.87960339
1156	1156	O'Keefe, Rippin and Jakubowski	Portugal	Abelheira	2530-063	0 Menomonie Parkway	6	0 Menomonie Parkway 2530-063 Abelheira Portugal	39.28216553	-9.30366516
1157	1157	Lowe-Ziemann	Portugal	Passagem	2430-632	5 Troy Avenue	6	5 Troy Avenue 2430-632 Passagem Portugal	39.8778241	-8.9228368
1158	1158	Beier-Bogan	Portugal	Pego Longo	2605-150	65355 Kensington Point	6	65355 Kensington Point 2605-150 Pego Longo Portugal	38.24715042	-93.37019348
1159	1159	Balistreri and Sons	Croatia	Novi Zagreb	10020	4795 Morning Junction	6	4795 Morning Junction 10020 Novi Zagreb Croatia	45.78332901	15.98332977
1160	1160	Schmitt, Walter and Glover	Portugal	Luso	3050-225	84 Barnett Road	6	84 Barnett Road 3050-225 Luso Portugal	40.3841391	-8.3818535
1161	1161	Abbott-Schmitt	France	Nantes	44004 CEDEX 1	1265 Gerald Drive	6	1265 Gerald Drive 44004 CEDEX 1 Nantes France	47.9355728	-1.2327147
1162	1162	Bruen Inc	Poland	Maszewo Duże	09-412	0696 Rusk Street	5	0696 Rusk Street 09-412 Maszewo Duże Poland	52.58186722	19.62460709
1163	1163	Kshlerin LLC	Poland	Wiśniewo	06-521	364 Northport Way	5	364 Northport Way 06-521 Wiśniewo Poland	53.06418991	20.34786606
1164	1164	Bergnaum Inc	Czech Republic	Pacov	571 01	75 Basil Parkway	5	75 Basil Parkway 571 01 Pacov Czech Republic	49.70214081	16.68721771
1165	1165	Schroeder and Sons	Greece	Ágios Vasíleios	NA	08 Morning Crossing	5	08 Morning Crossing  Ágios Vasíleios Greece	37.79333878	22.8012352
1166	1166	Leuschke and Sons	Sweden	Kalmar	392 47	639 Hoffman Plaza	8	639 Hoffman Plaza 392 47 Kalmar Sweden	27.75630879	-97.39430373
1167	1167	Effertz Group	Finland	Kronoby	1760	4340 Mallory Parkway	8	4340 Mallory Parkway 1760 Kronoby Finland	34.316785	-80.1918888
1168	1168	Tremblay, Gusikowski and Morissette	Greece	Deskáti	NA	381 Acker Lane	5	381 Acker Lane  Deskáti Greece	39.92642212	21.80853653
1169	1169	Langosh, Buckridge and Reynolds	Poland	Lubowidz	09-304	0171 Red Cloud Center	5	0171 Red Cloud Center 09-304 Lubowidz Poland	26.32490375	-80.26265066
1170	1170	Considine-Kutch	Portugal	Tojal	4620-931	76 Gateway Trail	6	76 Gateway Trail 4620-931 Tojal Portugal	41.25185396	-8.31811219
1171	1171	Hayes, Stamm and Kerluke	Spain	Ceuta	51005	465 Kenwood Trail	6	465 Kenwood Trail 51005 Ceuta Spain	36.50883834	-88.06968357
1172	1172	Bailey and Sons	Poland	Stara Kornica	08-205	021 Gulseth Court	5	021 Gulseth Court 08-205 Stara Kornica Poland	52.18357468	22.93655777
1173	1173	Haag-Greenfelder	Portugal	Paderne	8200-510	19963 Transport Street	6	19963 Transport Street 8200-510 Paderne Portugal	37.17625046	-8.2021637
1174	1174	Bauch, Kautzer and Hackett	Portugal	Fradelos	4705-676	4 Harbort Road	6	4 Harbort Road 4705-676 Fradelos Portugal	41.5092295	-8.47510728
1175	1175	Muller-Kautzer	Sweden	Skövde	541 45	4321 Little Fleur Terrace	8	4321 Little Fleur Terrace 541 45 Skövde Sweden	58.40343857	13.8560276
1176	1176	Bashirian-Reinger	Poland	Nieborów	99-416	27661 Cody Alley	5	27661 Cody Alley 99-416 Nieborów Poland	52.06804666	20.07391564
1177	1177	Schuppe-Upton	Norway	Bodø	8010	9082 Sugar Court	8	9082 Sugar Court 8010 Bodø Norway	41.25713828	-87.82453027
1178	1178	Ledner Group	Poland	Nowy Dwór Mazowiecki	05-160	70896 Linden Junction	5	70896 Linden Junction 05-160 Nowy Dwór Mazowiecki Poland	30.44441032	-91.14356232
1179	1179	Farrell-Roob	Latvia	Aizkraukle	NA	3010 Sutherland Circle	8	3010 Sutherland Circle  Aizkraukle Latvia	56.60137177	25.25351715
1180	1180	Mayer and Sons	Sweden	Hässleholm	281 23	9 Moland Lane	8	9 Moland Lane 281 23 Hässleholm Sweden	56.1574707	13.76947021
1181	1181	Funk, Hayes and Cassin	Greece	Marathókampos	NA	53 Farragut Junction	5	53 Farragut Junction  Marathókampos Greece	43.143906	-77.657191
1182	1182	Wolf, Pfeffer and Sauer	Portugal	Albergaria	3040-555	7948 Briar Crest Drive	6	7948 Briar Crest Drive 3040-555 Albergaria Portugal	40.17156601	-8.48095608
1183	1183	Johns Group	Poland	Nowy Korczyn	28-136	03 Kinsman Crossing	5	03 Kinsman Crossing 28-136 Nowy Korczyn Poland	50.29993057	20.80716705
1184	1184	Jacobs-McGlynn	Portugal	Paranho	4785-266	05 Moose Junction	6	05 Moose Junction 4785-266 Paranho Portugal	40.61258316	-8.09968376
1185	1185	Batz Inc	Finland	Jäppilä	77570	077 Bonner Parkway	8	077 Bonner Parkway 77570 Jäppilä Finland	33.45029523	-80.48330458
1186	1186	Windler, Hirthe and Bayer	Sweden	Kalmar	391 21	5 Comanche Trail	8	5 Comanche Trail 391 21 Kalmar Sweden	34.16269869	-84.84424573
1187	1187	Quigley-Harber	France	Beauvais	60022 CEDEX	0 Duke Crossing	6	0 Duke Crossing 60022 CEDEX Beauvais France	49.4292984	2.08105969
1188	1188	Lehner Group	Poland	Laliki	04-358	1 Spenser Parkway	5	1 Spenser Parkway 04-358 Laliki Poland	49.5673632	19.0695127
1189	1189	Wolf Inc	Portugal	Pinhal da Marquesa	2950-577	7507 Buhler Way	6	7507 Buhler Way 2950-577 Pinhal da Marquesa Portugal	38.59072275	-8.97883366
1190	1190	Nolan, Marks and Hagenes	Italy	Mestre	30175	7945 Rieder Avenue	6	7945 Rieder Avenue 30175 Mestre Italy	45.49583817	12.24410725
1191	1191	Gibson-Wisoky	Czech Republic	Uherský Brod	688 01	751 Dawn Plaza	5	751 Dawn Plaza 688 01 Uherský Brod Czech Republic	49.022406	17.6463757
1192	1192	Schmitt-Hudson	France	Niort	79099 CEDEX 9	778 Golden Leaf Avenue	6	778 Golden Leaf Avenue 79099 CEDEX 9 Niort France	46.32385635	-0.45758361
1193	1193	Bogisich and Sons	Portugal	Calvos	4810-804	913 Fuller Drive	6	913 Fuller Drive 4810-804 Calvos Portugal	41.59251785	-8.26495075
1194	1194	Oberbrunner-Haag	Czech Republic	Rumburk	407 53	43 Esch Lane	5	43 Esch Lane 407 53 Rumburk Czech Republic	50.9858475	14.5685911
1195	1195	Prohaska, Jones and Hilpert	Poland	Długosiodło	07-210	66 Knutson Plaza	5	66 Knutson Plaza 07-210 Długosiodło Poland	52.75996399	21.59612465
1196	1196	Rempel and Sons	Portugal	Monte Redondo	2565-522	49 Hoepker Avenue	6	49 Hoepker Avenue 2565-522 Monte Redondo Portugal	39.1163341	-9.2014431
1197	1197	Nicolas Inc	Portugal	Chãos	4690-805	6 Dorton Avenue	6	6 Dorton Avenue 4690-805 Chãos Portugal	39.4217245	-9.1810775
1198	1198	Leannon, Mayert and Spencer	Italy	Firenze	50136	11297 Forest Run Alley	6	11297 Forest Run Alley 50136 Firenze Italy	41.47810004	-81.60605953
1199	1199	Schinner Group	Poland	Dębno	74-400	5 Forest Run Place	5	5 Forest Run Place 74-400 Dębno Poland	41.0330974	-80.6165756
1200	1200	Ernser Inc	Poland	Krasnystaw	22-300	6 Hoffman Circle	5	6 Hoffman Circle 22-300 Krasnystaw Poland	50.987665	23.153838
1201	1201	Murphy-Metz	Poland	Praszka	46-320	92687 Ilene Crossing	5	92687 Ilene Crossing 46-320 Praszka Poland	39.31222902	-86.86575737
1202	1202	Pfeffer Inc	Denmark	København	1656	168 Doe Crossing Place	8	168 Doe Crossing Place 1656 København Denmark	32.33624475	-81.6564098
1203	1203	Schuster-Price	France	Paris 13	75706 CEDEX 13	78883 Summer Ridge Pass	6	78883 Summer Ridge Pass 75706 CEDEX 13 Paris 13 France	48.7900122	2.3252292
1204	1204	Fay and Sons	Czech Republic	Sobotín	788 16	756 Ridgeway Drive	5	756 Ridgeway Drive 788 16 Sobotín Czech Republic	50.01037979	17.09126854
1205	1205	Swaniawski, Larson and Hahn	Slovenia	Beltinci	9231	25 Crownhardt Alley	6	25 Crownhardt Alley 9231 Beltinci Slovenia	46.6248348	16.225313
1206	1206	Sporer Group	Portugal	Casal de São João	3040-704	21029 Garrison Terrace	6	21029 Garrison Terrace 3040-704 Casal de São João Portugal	40.16266958	-8.42500014
1207	1207	Funk, Rempel and Bernhard	Croatia	Baška Voda	21320	95336 Pankratz Junction	6	95336 Pankratz Junction 21320 Baška Voda Croatia	43.35845184	16.94779968
1208	1208	Tillman LLC	Greece	Panórama	NA	870 Almo Park	5	870 Almo Park  Panórama Greece	43.18288008	-77.65296503
1209	1209	Tremblay, Roob and Rolfson	Croatia	Krapina	49000	8379 Luster Pass	6	8379 Luster Pass 49000 Krapina Croatia	46.1640625	15.86998272
1210	1210	Adams and Sons	Poland	Głogów Małopolski	36-060	71 Elmside Terrace	5	71 Elmside Terrace 36-060 Głogów Małopolski Poland	50.1540184	21.96360207
1211	1211	Marks and Sons	Sweden	Bromma	168 37	8 Vermont Circle	8	8 Vermont Circle 168 37 Bromma Sweden	59.3300053	17.9425303
1212	1212	Hermann, Abernathy and Champlin	Finland	Punkaharju	58501	99 Waubesa Center	8	99 Waubesa Center 58501 Punkaharju Finland	61.7849963	29.2916009
1213	1213	Hahn, DuBuque and Lubowitz	Portugal	Quintãs	3505-556	0 Garrison Trail	6	0 Garrison Trail 3505-556 Quintãs Portugal	41.08144379	-7.90818071
1214	1214	Lind, Pfeffer and Schultz	Spain	Palmas De Gran Canaria, Las	35005	76 Fuller Terrace	6	76 Fuller Terrace 35005 Palmas De Gran Canaria, Las Spain	28.112932	-15.4192998
1215	1215	Dicki-Rice	Czech Republic	Bludov	789 61	342 Bultman Junction	5	342 Bultman Junction 789 61 Bludov Czech Republic	49.9408226	16.92752647
1216	1216	Rice LLC	Czech Republic	Humpolec	342 01	92076 Warrior Court	5	92076 Warrior Court 342 01 Humpolec Czech Republic	49.18111038	13.55456066
1217	1217	Mayert, Boehm and Bergstrom	France	Besançon	25024 CEDEX	39102 Myrtle Place	6	39102 Myrtle Place 25024 CEDEX Besançon France	47.24126816	6.02553082
1218	1218	Boyer-Carroll	Norway	Sandnes	4396	3180 Morrow Pass	8	3180 Morrow Pass 4396 Sandnes Norway	44.60508895	-95.67433695
1219	1219	Streich, Will and Von	Poland	Trzebinia	32-541	89 Sunnyside Junction	5	89 Sunnyside Junction 32-541 Trzebinia Poland	50.209942	19.469845
1220	1220	McGlynn, Crooks and Runolfsdottir	Sweden	Farsta	123 57	1 Lighthouse Bay Point	8	1 Lighthouse Bay Point 123 57 Farsta Sweden	30.54471846	-98.35604491
1221	1221	Legros and Sons	Portugal	Santo Amador	7875-254	25659 Weeping Birch Plaza	6	25659 Weeping Birch Plaza 7875-254 Santo Amador Portugal	38.13718796	-7.30903435
1222	1222	Lehner LLC	Sweden	Eskilstuna	632 32	10 Parkside Crossing	8	10 Parkside Crossing 632 32 Eskilstuna Sweden	59.3568862	16.4834223
1223	1223	Cummings-Schroeder	France	La Garde	83953 CEDEX	2738 Doe Crossing Junction	6	2738 Doe Crossing Junction 83953 CEDEX La Garde France	43.12490845	6.00997543
1224	1224	Stoltenberg, Schaden and Grimes	Portugal	Alcabideche	2645-024	6285 Myrtle Plaza	6	6285 Myrtle Plaza 2645-024 Alcabideche Portugal	38.73741913	-9.3995924
1225	1225	Hansen, Adams and Auer	Portugal	Duas Igrejas	3700-819	99851 Colorado Way	6	99851 Colorado Way 3700-819 Duas Igrejas Portugal	41.27724778	-8.40560901
1226	1226	Pacocha, Powlowski and Runte	Portugal	Fojo	4650-071	1305 Butternut Court	6	1305 Butternut Court 4650-071 Fojo Portugal	41.85466003	-8.49945736
1227	1227	Kunde LLC	Portugal	Lapa do Lobo	3525-606	66 Golden Leaf Center	6	66 Golden Leaf Center 3525-606 Lapa do Lobo Portugal	37.28744972	-121.94225091
